URL_ATTEMPTED,HTTP_STATUS
https://www.nytimes.com/video/us/politics/100000004937194/trump-labor-secretary.html,200
https://www.nytimes.com/2017/02/19/nyregion/police-kill-man-with-pellet-gun-brooklyn-robbery.html,200
http://www.nytimes.com/content/help/rights/copyright/copyright-notice.html,301
https://www.nytimes.com/video/opinion/100000004575332/my-deadly-beautiful-city.html,200
https://www.nytimes.com/2017/02/19/arts/nea-cuts-trump-arts-reaction.html,200
https://www.nytimes.com/video/opinion/100000004564756/i-destini.html,200
http://www.nytimes.com/section/realestate,301
https://www.nytimes.com/2017/02/17/opinion/i-alone-can-fix-it-president-trump-white-house-apprentice.html,200
http://www.nytimes.com/pages/technology/index.html,301
https://www.nytimes.com/2017/02/17/opinion/tom-brokaw-the-offer-from-nixon-i-refused.html,200
https://www.nytimes.com/pages/world/index.html,301
http://www.nytimes.com/section/movies,301
http://www.nytimes.com/es/,301
https://www.nytimes.com/pages/fashion/index.html,301
https://www.nytimes.com/2017/02/13/insider/why-do-americans-refrigerate-their-eggs.html?_r=0,200
https://www.nytimes.com/2017/02/16/us/politics/affordable-care-act-congress.html,200
https://www.nytimes.com/video/us/politics/100000004942727/mccain-cites-trump-administration-disarray.html,200
http://www.nytimes.com/pages/magazine/index.html,301
https://www.nytimes.com/2017/02/16/world/middleeast/stuck-without-water-in-mosul-neighbors-find-a-way.html,200
http://www.nytimes.com/pages/health/index.html,301
https://www.nytimes.com/2017/02/17/opinion/the-one-state-two-state-blues.html,200
http://www.nytimes.com/pages/opinion/index.html,200
http://www.nytimes.com/subscriptions/multiproduct/lp5558.html?campaignid=37wxw,200
https://www.nytimes.com/section/realestate,200
https://www.nytimes.com/2017/02/18/opinion/sunday/in-praise-of-hypocrisy.html,200
https://www.nytimes.com/trending/,200
https://www.nytimes.com/2017/02/19/world/middleeast/iraq-starts-offensive-to-retake-western-mosul-from-isis.html,200
http://www.nytimes.com/marketing/newsletters/,301
http://www.nytimes.com/corporateleftnav,301
https://www.nytimes.com/video/opinion/100000004870259/speaking-truth-to-trump.html?playlistid=1194811622305,200
https://www.nytimes.com/2017/02/19/movies/the-great-wall-topples-at-north-american-box-office.html,200
https://www.nytimes.com/2017/02/15/theater/grease-in-a-nairobi-high-school-saheem-ali-on-his-first-time-directing.html,200
https://www.nytimes.com/2017/02/17/arts/television/not-enough-snakes-in-your-nightmares-see-planet-earth-ii.html,200
http://www.nytimes.com/membercenter/sitehelp.html,301
http://www.nytimes.com/crosswords,301
https://www.nytimes.com/video/travel/,301
https://www.nytimes.com/2017/02/06/well/family/when-does-a-child-need-a-sick-day.html?hp&target=comments,200
https://www.nytimes.com/section/arts,200
http://www.nytimes.com/pages/politics/index.html,301
http://www.nytimes.com/pages/multimedia/index.html,200
https://www.nytimes.com/seeallnav,301
https://www.nytimes.com/video/business/,301
https://www.nytimes.com/2017/02/17/technology/snapchat-ipo-video.html,200
https://www.nytimes.com/2017/02/17/dining/sheet-pan-dinner-pasta-bake-broccoli.html,200
http://www.nytimes.com/pages/politics/index.html?src=hpheader,301
https://www.nytimes.com/2017/02/17/t-magazine/entertainment/drew-barrymore-favorite-books-list.html,200
https://www.nytimes.com/2017/02/17/books/17-great-books-about-american-presidents-for-presidents-day-weekend.html,200
https://www.nytimes.com/video/opinion/100000004802677/trump-therapy-with-love-from-abroad.html?playlistid=1194811622299,200
https://www.nytimes.com/pages/automobiles/index.html,301
https://www.nytimes.com/subscriptions/hd/1042.html?mediacode=w22ej&campaignid=6l6hw,200
https://www.nytimes.com/2017/02/18/opinion/sunday/the-power-of-movies-to-change-our-hearts.html,200
http://www.nytimes.com/marketing/tools-and-services/,200
http://www.nytimes.com/section/fashion,301
http://www.nytimes.com/video/opinion,301
http://www.nytimes.com/content/help/rights/privacy/policy/privacy-policy.html,301
http://www.nytimes.com/pages/world/index.html,301
http://www.nytimes.com/pages/sports/index.html,301
https://www.nytimes.com/2017/02/17/nyregion/pets-of-homeless-guardians-of-rescue.html,200
https://www.nytimes.com/2017/02/16/magazine/youtubes-monster-pewdiepie-and-his-populist-revolt.html,200
https://www.nytimes.com/content/help/rights/terms/terms-of-service.html,200
https://www.nytimes.com/2017/02/16/books/review/george-saunders-by-the-book.html,200
http://www.nytimes.com/pages/education/index.html,301
https://www.nytimes.com/2017/02/17/insider/my-weekend-at-mar-a-lago-reporters-notebook.html,200
https://www.nytimes.com/content/help/site/ie9-support.html,200
https://www.nytimes.com/2017/02/16/theater/the-skin-of-our-teeth-thornton-wilder-trump.html,200
https://www.nytimes.com/video/opinion/,301
https://www.nytimes.com/2017/02/16/automobiles/autoreviews/video-review-the-honda-civic-is-back-as-a-hatchback.html,200
https://www.nytimes.com/section/arts/design,200
https://www.nytimes.com/2017/02/13/us/ole-miss-liberal-agitators-education-university-mississippi.html,200
https://www.nytimes.com/pages/sports/index.html,301
https://www.nytimes.com/membercenter,301
https://www.nytimes.com/2017/02/17/dining/barcelona-enigma-adria-el-bulli.html,200
http://www.nytimes.com/pages/arts/dance/index.html,301
https://www.nytimes.com/video/opinion/100000004882544/broken-the-womens-prison-at-hoheneck.html?playlistid=100000004867895,200
https://www.nytimes.com/2017/02/17/nyregion/bill-de-blasio-state-of-the-city-address.html,200
https://www.nytimes.com/video/op-docs/,301
https://www.nytimes.com/pages/national/index.html,301
https://www.nytimes.com/2017/02/19/nyregion/first-a-mistaken-burial-as-a-pauper-then-the-indignities-piled-up.html,200
https://www.nytimes.com/by/maureen-dowd,200
https://www.nytimes.com/2017/02/16/movies/a-cure-for-wellness-review.html,200
https://www.nytimes.com/section/insider,200
https://www.nytimes.com/logout,301
https://www.nytimes.com/2017/02/18/world/europe/russia-tainted-booze-putin.html,200
https://www.nytimes.com/section/movies,200
https://www.nytimes.com/interactive/2017/02/17/insider/insider-newsletter-poll-8.html,200
https://www.nytimes.com/2017/02/18/style/kevin-durant-silicon-valley-golden-state-warriors.html,200
https://www.nytimes.com/video/opinion/100000004798478/alone.html?playlistid=100000004867895,200
https://www.nytimes.com/2017/01/28/opinion/sunday/wild-child-takes-charge.html?rref=collection%2fcolumn%2fmaureen%20dowd,200
http://www.nytimes.com/recommendations,200
https://www.nytimes.com/2017/02/17/science/santiago-ramon-y-cajal-beautiful-brain.html,200
https://www.nytimes.com/2017/02/19/world/europe/last-night-in-sweden-trumps-remark-baffles-a-nation.html,200
http://www.nytimes.com/digitalleftnav,301
https://www.nytimes.com/2017/02/18/us/politics/trump-conservative-ideology.html,200
http://www.nytimes.com/subscriptions/multiproduct/lp839rf.html?campaignid=48jqy,301
https://www.nytimes.com/video/opinion/100000004882589/ten-meter-tower.html,200
https://www.nytimes.com/interactive/2017/02/17/insider/live-chat-live-chat-what-to-expect-from-the-oscars.html,200
https://www.nytimes.com/interactive/blogs/directory.html,301
https://www.nytimes.com/interactive/2017/02/16/travel/what-to-do-36-hours-in-san-diego-california.html,200
https://www.nytimes.com/video/magazine/,301
https://www.nytimes.com/newsletters,301
https://www.nytimes.com/2017/02/18/arts/television/golden-girls-cafe-opens-in-washington-heights.html,200
https://www.nytimes.com/2017/02/17/arts/grammys-television-gaga-beyonce.html,200
https://www.nytimes.com/video/realestate/100000004902843/360-tiny-apartment-manhattan-custom.html,200
http://www.nytimes.com/section/science,301
https://www.nytimes.com/ref/classifieds/,301
https://www.nytimes.com/privacy,301
https://www.nytimes.com/video/style/,301
https://www.nytimes.com/section/t-magazine,200
https://www.nytimes.com/2017/02/18/opinion/sunday/donald-trump-will-leave-you-numb.html,200
https://www.nytimes.com/2017/02/15/movies/hugh-jackman-x-men-logan-wolverine.html,200
https://www.nytimes.com/content/help/rights/sale/terms-of-sale.html,200
https://www.nytimes.com/2017/02/19/world/asia/malaysia-killing-of-kim-jong-nam.html,200
https://www.nytimes.com/2017/01/07/opinion/sunday/white-house-red-scare.html?rref=collection%2fcolumn%2fmaureen%20dowd,200
https://www.nytimes.com/2017/02/16/science/seagrass-coral-reefs-pathogens-global-warming.html,200
https://www.nytimes.com/pages/health/index.html,301
https://www.nytimes.com/column/maureen-dowd,200
http://www.nytimes.com/crosswords/index.html,200
https://www.nytimes.com/2017/02/18/opinion/sunday/first-sex-ed-then-death-ed.html,200
https://www.nytimes.com/video/health/,301
https://www.nytimes.com/section/travel,200
https://www.nytimes.com/2017/02/18/opinion/sunday/how-can-we-get-rid-of-trump.html,200
https://www.nytimes.com/video/opdocs-season-6/,301
http://www.nytimes.com/spotlight/times-tips?contentcollection=smarter-living,301
https://www.nytimes.com/pages/arts/design/index.html,301
https://www.nytimes.com/video/the-daily-360,200
https://www.nytimes.com/2017/02/18/opinion/sunday/beltway-panic-wall-street-zen.html,200
https://www.nytimes.com/nativesponsor,301
http://www.nytimes.com/privacy,301
https://www.nytimes.com/pages/politics/index.html,200
https://www.nytimes.com/content/help/contact/directory.html,301
https://www.nytimes.com/roomfordebate,301
https://www.nytimes.com/video/world/europe/100000004942673/last-night-in-sweden.html,200
https://www.nytimes.com/2017/02/19/science/spacex-launch-kennedy-space-center.html,200
https://www.nytimes.com/section/science,200
https://www.nytimes.com/pages/obituaries/index.html,301
https://www.nytimes.com/2017/02/18/us/politics/fact-check-trump-florida-rally.html,200
http://www.nytimes.com/pages/todayspaper/index.html,200
http://www.nytimes.com/newsletters/sample/opinion-today?contentid=ty&eventname=sample&module=newsletter-sign-up&pgtype=subscriptionspage&version=new,200
https://www.nytimes.com/2017/02/18/us/politics/donald-trump-rally-melbourne-florida.html,200
https://www.nytimes.com/section/nyregion,200
https://www.nytimes.com/pages/arts/music/index.html,301
http://www.nytimes.com/gst/mostpopular.html,301
https://www.nytimes.com/video/opinion/100000004868710/birth-place.html?playlistid=100000004867895,200
https://www.nytimes.com/crosswords/,301
https://www.nytimes.com/2017/02/11/opinion/sunday/trumps-gold-lining.html?rref=collection%2fcolumn%2fmaureen%20dowd,200
https://www.nytimes.com/2017/02/19/sports/hockey/los-angeles-kings-quick-budaj.html,200
http://www.nytimes.com/pages/business/index.html,200
https://www.nytimes.com/section/magazine,200
http://www.nytimes.com/newsletters/opiniontoday/,301
https://www.nytimes.com/pages/arts/television/index.html,301
https://www.nytimes.com/video/sports/,301
https://www.nytimes.com/pages/arts/index.html,301
https://www.nytimes.com/tips,301
https://www.nytimes.com/2017/02/16/movies/jordan-peele-interview-get-out.html,200
https://www.nytimes.com/video/obits/,301
https://www.nytimes.com/2017/02/17/realestate/multimillion-dollar-manhattan-panoramas.html,200
https://www.nytimes.com/mem/email.html,301
https://www.nytimes.com/pages/theater/index.html,301
http://www.nytimes.com/section/insider,301
https://www.nytimes.com/2017/02/14/insider/texas-name-june-postcard.html,200
https://www.nytimes.com/saved,200
https://www.nytimes.com/2017/01/14/opinion/sunday/judd-apatow-freaking-out-over-donald-trump.html?rref=collection%2fcolumn%2fmaureen%20dowd,200
https://www.nytimes.com/2017/02/14/travel/pyeongchang-south-korea-skiing-2018-winter-olympics.html,200
http://www.nytimes.com/section/books,301
https://www.nytimes.com/video/opinion/100000004882589/ten-meter-tower.html?playlistid=100000003465294,200
https://www.nytimes.com/2017/02/04/opinion/sunday/free-melania-from-our-expectations.html?rref=collection%2fcolumn%2fmaureen%20dowd,200
https://www.nytimes.com/2015/08/02/education/edlife/how-to-live-wisely.html,200
https://www.nytimes.com/video/t-magazine/fashion/100000004941724/new-york-fashion-week-in-60-seconds-fall-winter-2017.html,200
https://www.nytimes.com/2017/02/19/t-magazine/simone-rocha-london-fashion-week-beauty.html,200
http://www.nytimes.com/section/travel,301
https://www.nytimes.com/2017/02/17/realestate/home-politics-resistance.html,200
https://www.nytimes.com/2017/02/16/dining/wine-review-pinot-noir-sonoma-coast.html,200
http://www.nytimes.com/tpnav,301
http://www.nytimes.com/learning/general/onthisday/bday/1202.html,200
https://www.nytimes.com/video/us-politics/,301
https://www.nytimes.com/times-journeys/?utm_campaign=nyt-hp&utm_content=hp_browsetree&utm_medium=hplink&utm_source=nytimes,503
https://www.nytimes.com/video/opdocs-sundance/,301
https://www.nytimes.com/2017/02/19/business/energy-environment/oil-jobs-technology.html,200
https://www.nytimes.com/by/elisabetta-povoledo,200
https://www.nytimes.com/2017/02/15/magazine/the-compost-king-of-new-york.html,200
https://www.nytimes.com/2017/02/18/us/mar-a-lago-trump-ethics-winter-white-house.html,200
https://www.nytimes.com/2017/02/18/world/middleeast/omar-abdel-rahman-dead.html,200
https://www.nytimes.com/2017/02/17/upshot/why-trumps-2-for-1-rule-on-regulations-is-no-quick-fix.html,200
https://www.nytimes.com/pages/sports/international/index.html,301
https://www.nytimes.com/pages/world/europe/index.html,301
https://www.nytimes.com/2017/02/14/magazine/will-obamacare-really-go-under-the-knife.html,200
http://www.nytimes.com/pages/education/edlife/index.html,200
http://www.nytimes.com/services/mobile/index.html,200
http://www.nytimes.com/topic/person/donald-trump?inline=nyt-per,301
https://www.nytimes.com/2017/02/19/us/alabama-senate-pick-corruption-questions.html,200
http://www.nytimes.com/section/t-magazine,301
https://www.nytimes.com/video/opinion/100000004674545/41-miles.html,200
https://www.nytimes.com/video/us/politics/100000004942048/trump-attacks-the-media-at-rally.html,200
https://www.nytimes.com/2017/02/17/insider/what-were-reading.html,200
https://www.nytimes.com/pages/topics/,301
https://www.nytimes.com/2017/02/16/arts/design/an-export-from-sweden-art-treasures-collected-abroad.html,200
http://www.nytimes.com/section/upshot,301
http://www.nytimes.com/2002/11/13/news/hint-of-castrating-islamic-radicals-gets-lost-in-translation-putins.html,200
https://www.nytimes.com/2017/02/14/us/politics/russia-intelligence-communications-trump.html,200
https://www.nytimes.com/pages/dining/international/index.html,301
https://www.nytimes.com/video/arts,200
http://www.nytimes.com/pages/theater/index.html,301
https://www.nytimes.com/2017/02/18/arts/television/bill-maher-and-milo-yiannopoulos.html,200
http://www.nytimes.com/giftleftnav,301
http://www.nytimes.com/ref/membercenter/help/infoservdirectory.html,301
https://www.nytimes.com/pages/business/index.html,301
https://www.nytimes.com/video/world/asia/100000004942818/north-korea-is-accused-of-killing-leaders-half-brother.html,200
https://www.nytimes.com/pages/opinion/international/index.html,301
https://www.nytimes.com/pages/movies/index.html,301
http://www.nytimes.com/gst/mostemailed.html,301
http://www.nytimes.com/2002/11/13/world/why-putin-boils-over-chechnya-is-his-personal-war.html,200
https://www.nytimes.com/pages/nyregion/index.html,301
https://www.nytimes.com/2017/02/18/arts/music/clyde-stubblefield-dead.html,200
https://www.nytimes.com/pages/dining/index.html,200
https://www.nytimes.com/events/,301
https://www.nytimes.com/video/opinion/100000004431936/the-shampoo-summit.html,200
https://www.nytimes.com/video,200
https://www.nytimes.com/pages/fashion/weddings/index.html,301
https://www.nytimes.com/newsletters/the-interpreter,301
https://www.nytimes.com/store/?action=click&contentcollection=nyt%20store&contentplacement=2&module=sectionsnav&pgtype=homepage&region=topbar&t=qry542&utm_campaign=nyt-hp&utm_content=hp_browsetree&utm_medium=hpb&utm_source=nytimes&version=browsetree,200
https://www.nytimes.com/2017/01/27/jobs/career-pause-sabbaticals-unpaid-leaves.html,200
http://www.nytimes.com/real-estate/find-a-home,200
https://www.nytimes.com/2017/02/17/health/congress-recess-protest-planned-parenthood-obamacare.html,200
https://www.nytimes.com/2017/02/18/sports/basketball/nba-triple-double-russell-westbrook.html,200
http://www.nytimes.com/ref/membercenter/help/agree.html,301
https://www.nytimes.com/2017/02/19/world/africa/mogadishu-somalia-suicide-bombing.html,200
https://www.nytimes.com/video/nicholas-d-kristof/,301
https://www.nytimes.com/2017/02/17/business/yourtaxes/tax-return-form-1040.html,200
http://www.nytimes.com/section/technology,301
https://www.nytimes.com/2017/02/18/opinion/sunday/repeal-the-health-law.html,200
https://www.nytimes.com/2017/02/18/your-money/taxes/once-again-the-estate-tax-may-die.html,200
https://www.nytimes.com/section/fashion,200
https://www.nytimes.com/2017/02/17/realestate/calling-the-chelsea-hotel-home.html,200
https://www.nytimes.com/2017/02/19/us/politics/affordable-care-act-critics.html,200
https://www.nytimes.com/2017/02/15/us/remote-workers-work-from-home.html,200
https://www.nytimes.com/section/world,200
https://www.nytimes.com/es/,200
https://www.nytimes.com/2017/02/16/theater/escaped-alone-review.html,200
http://www.nytimes.com/2017/01/20/jobs/voice-over-casting-director.html,301
https://www.nytimes.com/video/opinion/100000004769313/dangerous-curves.html?playlistid=100000004201922,200
https://www.nytimes.com/pages/business/international/index.html,301
http://www.nytimes.com/content/help/site/save-reading-list.html,301
https://www.nytimes.com/2017/02/19/us/politics/trump-immigration-deportations.html,200
https://www.nytimes.com/2017/02/16/automobiles/headlights-get-new-attention-as-more-than-a-car-design-flourish.html,200
http://www.nytimes.com/pages/business/international/index.html,301
https://www.nytimes.com/video/technology/,301
https://www.nytimes.com/2017/02/16/business/workologist-workplace-advice.html,200
https://www.nytimes.com/2017/02/17/dining/pork-chops.html,200
http://www.nytimes.com/pages/fashion/index.html,301
https://www.nytimes.com/2017/02/19/realestate/the-convertible-tiny-apartment.html,200
http://www.nytimes.com/2017/01/21/business/workspace-deborah-schwarz-lac-group.html,301
https://www.nytimes.com/video/opdocs-season-5/,301
https://www.nytimes.com/2017/02/16/technology/facebook-mark-zuckerberg-mission-statement.html?wt.nav=top-news&_r=0&action=click&clicksource=story-heading&hp&module=second-column-region&pgtype=homepage&region=top-news,200
https://www.nytimes.com/2017/02/19/sports/golf/jordan-spieth-personality-shoe-under-armour.html,200
https://www.nytimes.com/2017/02/19/us/denver-interstate-70-expansion.html,200
http://www.nytimes.com/2017/01/12/jobs/running-focus-groups-for-berries.html,301
https://www.nytimes.com/2017/02/17/nyregion/columbia-grad-school-acceptance-letters.html,200
https://www.nytimes.com/video/opinion/100000004896041/mr-trump-meet-my-family.html?playlistid=1194811622305,200
http://www.nytimes.com/section/health,301
https://www.nytimes.com/video/the-daily-360/,301
https://www.nytimes.com/2017/02/17/opinion/sunday/name-brand-nostalgia.html,200
https://www.nytimes.com/2017/02/16/nyregion/my-nanny-circle-training-group-caregivers.html,200
http://www.nytimes.com/section/arts/television,301
https://www.nytimes.com/2017/02/10/business/todd-rovak-corner-office-capgemini.html,200
http://www.nytimes.com/series/syrian-refugee-family-welcome-america,301
http://www.nytimes.com/interactive/2017/jobs/nyt-job-australia-bureau.html,301
https://www.nytimes.com/2017/02/17/world/asia/north-korea-nuclear-threat.html,200
http://www.nytimes.com/section/obituaries,301
https://www.nytimes.com/2017/02/18/us/politics/town-hall-protests-obamacare.html,200
https://www.nytimes.com/video/times-documentaries/,301
http://www.nytimes.com/newsletters/,301
https://www.nytimes.com/2017/02/18/opinion/sunday/want-melania-trump-in-the-white-house-pay-her.html,200
http://www.nytimes.com/video?src=vidm,301
https://www.nytimes.com/video/opinion/100000004909347/this-is-what-a-refugee-looks-like.html?playlistid=1194811622305,200
https://www.nytimes.com/2017/02/17/upshot/trump-is-down-to-38-approval-how-much-does-it-mean.html,200
http://www.nytimes.com/interactive/2017/jobs/nyt-job-europe-culture-editor.html,301
https://www.nytimes.com/slideshow/2017/02/17/fashion/street-style-best-of-new-york-fashion-week.html?rref=collection%2fnewseventcollection%2flondon%20fashion%20week,301
https://www.nytimes.com/2017/02/02/jobs/workologist-applying-job-ethics.html,200
https://www.nytimes.com/pages/arts/international/index.html,301
https://www.nytimes.com/content/help/rights/privacy/policy/privacy-policy.html,200
http://www.nytimes.com/section/education,301
http://www.nytimes.com/pages/dining/index.html,301
http://www.nytimes.com/subscriptions/multiproduct/lp4371.html?campaignid=3937u,200
http://www.nytimes.com/video,301
https://www.nytimes.com/2017/02/19/us/politics/donald-trump-ukraine-russia.html,200
https://www.nytimes.com/video/science/space/100000004942728/spacex-launches-rocket-to-internation-space-station.html,200
https://www.nytimes.com/pages/style/international/index.html,301
https://www.nytimes.com/interactive/2017/jobs/nyt-video-opinion-editor.html,200
https://www.nytimes.com/news-event/fashion-week,200
https://www.nytimes.com/2017/02/06/well/family/when-does-a-child-need-a-sick-day.html,200
https://www.nytimes.com/2017/02/03/business/cedric-bru-taulia-corner-office.html,200
https://www.nytimes.com/video/dining-and-wine/,301
https://www.nytimes.com/pages/technology/index.html,301
https://www.nytimes.com/pages/opinion/index.html,301
http://www.nytimes.com/seeallnav,301
https://www.nytimes.com/2017/02/18/opinion/sunday/breaking-the-anti-immigrant-fever.html,200
https://www.nytimes.com/slideshow/2017/02/19/t-magazine/fashion/london-fashion-week.html,301
https://www.nytimes.com/content/help/front.html,200
http://www.nytimes.com/educationleftnav,301
https://www.nytimes.com/slideshow/2017/02/19/t-magazine/fashion/london-fashion-week.html?rref=collection%2fnewseventcollection%2flondon%20fashion%20week,301
https://www.nytimes.com/2017/02/19/world/a-worried-europe-finds-scant-reassurance-on-trumps-plans.html,200
https://www.nytimes.com/2017/01/17/business/indianapolis-real-estate-tech.html,200
https://www.nytimes.com/video/world/,301
https://www.nytimes.com/2017/02/18/opinion/sunday/when-its-time-to-blow-the-whistle.html,200
https://www.nytimes.com/2017/02/15/business/highway-traffic-safety.html,200
https://www.nytimes.com/pages/politics/index.html?src=hpheader,200
https://www.nytimes.com/2017/02/19/fashion/london-fashion-week-j-w-anderson-simone-rocha.html,200
http://www.nytimes.com/2014/01/26/automobiles/autoreviews/in-the-ghost-with-the-most-drivers-may-haunt-the-back-seat.html,301
https://www.nytimes.com/section/obituaries,200
https://www.nytimes.com/2017/02/19/us/politics/fec-elections-ann-ravel-campaign-finance.html,200
https://www.nytimes.com/2017/01/27/business/sheryl-palmer-on-her-shoes-off-leadership-style.html,200
https://www.nytimes.com/video?src=vidm,200
https://www.nytimes.com/2017/02/17/fashion/big-jackets-new-york-fashion-week.html?rref=collection%2fnewseventcollection%2flondon%20fashion%20week,200
http://www.nytimes.com/2013/12/08/automobiles/autoreviews/time-for-an-equestrian-transformation.html,200
https://www.nytimes.com/2017/02/19/business/media/void-start-up-virtual-reality.html,200
http://www.nytimes.com/2013/12/22/automobiles/autoreviews/something-about-it-says-party.html,200
http://www.nytimes.com/section/sports,301
https://www.nytimes.com/2017/02/19/us/politics/affordable-care-act-critics.html?hp&target=comments,200
http://www.nytimes.com/2011/02/20/automobiles/autoreviews/byd-f3-dm-review.html,200
http://www.nytimes.com/2013/04/21/automobiles/autoreviews/mazda-6-a-sporty-declaration-of-independence.html?ref=automobiles,200
https://www.nytimes.com/2017/02/19/t-magazine/simone-rocha-london-fashion-week-beauty.html?rref=collection%2fnewseventcollection%2flondon%20fashion%20week,200
http://www.nytimes.com/pages/arts/international/index.html,301
http://www.nytimes.com/2017/01/27/jobs/vocations-virginia-murauskas-healing-the-health-professional.html,301
https://www.nytimes.com/section/education,200
http://www.nytimes.com/2014/01/26/automobiles/autoreviews/the-ecstasy-of-excess-the-agony-of-the-sticker.html,301
https://www.nytimes.com/2017/02/17/t-magazine/fashion/new-york-fashion-week-top-10-moments.html?rref=collection%2fnewseventcollection%2flondon%20fashion%20week,200
http://www.nytimes.com/2012/12/30/automobiles/autoreviews/oxymoron-from-italy-the-civilized-supercar.html,200
https://www.nytimes.com/pages/books/index.html,301
http://www.nytimes.com/membercenter,301
https://www.nytimes.com/pages/corrections/index.html,301
http://www.nytimes.com/2013/06/16/automobiles/autoreviews/modern-maturity-for-the-original-cute-ute.html,200
https://www.nytimes.com/interactive/2017/02/16/us/politics/document-the-new-obamacare-replacement-template.html,200
